"species_1","species_2","distance"
"Anas_crecca","Botaurus_stellaris",0.229098051786423
"Anas_crecca","Branta_bernicla",0.158329948782921
"Anas_crecca","Branta_canadensis",0.158329948782921
"Anas_crecca","Branta_leucopsis",0.158329948782921
"Anas_crecca","Bucephala_clangula",0.124575473368168
"Anas_crecca","Calidris_alba",0.229098051786423
"Anas_crecca","Calidris_alpina",0.229098051786423
"Anas_crecca","Calidris_canutus",0.229098051786423
"Anas_crecca","Calidris_ferruginea",0.229098051786423
"Anas_crecca","Calidris_minuta",0.229098051786423
"Anas_crecca","Cepphus_grylle",0.229098051786423
"Anas_crecca","Charadrius_alexandrinus",0.229098051786423
"Anas_crecca","Charadrius_dubius",0.229098051786423
"Anas_crecca","Charadrius_hiaticula",0.229098051786423
"Anas_crecca","Chlidonias_niger",0.229098051786423
"Anas_crecca","Ciconia_ciconia",0.229098051786423
"Anas_crecca","Cygnus_columbianus",0.158329948782921
"Anas_crecca","Cygnus_cygnus",0.158329948782921
"Anas_crecca","Cygnus_olor",0.158329948782921
"Anas_crecca","Fulica_atra",0.229098051786423
"Anas_crecca","Gallinago_gallinago",0.229098051786423
"Anas_crecca","Gallinula_chloropus",0.229098051786423
"Anas_crecca","Grus_grus",0.229098051786423
"Anas_crecca","Haematopus_ostralegus",0.229098051786423
"Anas_crecca","Hydroprogne_caspia",0.229098051786423
"Anas_crecca","Larus_argentatus",0.229098051786423
"Anas_crecca","Larus_canus",0.229098051786423
"Anas_crecca","Larus_fuscus",0.229098051786423
"Anas_crecca","Larus_marinus",0.229098051786423
"Anas_crecca","Larus_melanocephalus",0.229098051786423
"Anas_crecca","Larus_ridibundus",0.229098051786423
"Anas_crecca","Limosa_lapponica",0.229098051786423
"Anas_crecca","Limosa_limosa",0.229098051786423
"Anas_crecca","Lymnocryptes_minimus",0.229098051786423
"Anas_crecca","Mergus_merganser",0.124575473368168
"Anas_crecca","Mergus_serrator",0.124575473368168
"Anas_crecca","Morus_bassanus",0.229098051786423
"Anas_crecca","Numenius_arquata",0.229098051786423
"Anas_crecca","Numenius_phaeopus",0.229098051786423
"Anas_crecca","Nycticorax_nycticorax",0.229098051786423
